CustomerKey,RegionKey,HomeCountry,MacroRegion,Segment,AcquisitionChannel,JoinDate,TenureBucket,IsLoyaltyMember
24369,1,United Kingdom,EMEA,Hardcore Fan,App Store,2025-07-04,6-12 months,1
24370,4,United States,Americas,Casual Fan,Influencer,2025-01-05,6-12 months,1
24371,7,Japan,APAC,Casual Fan,Email,2024-11-30,1-2 years,0
24372,3,Germany,EMEA,Casual Fan,Email,2024-11-13,1-2 years,1
24373,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2024-04-26,1-2 years,0
24374,5,Brazil,Americas,Hardcore Fan,Email,2023-01-20,2+ years,0
24375,7,Japan,APAC,Casual Fan,App Store,2023-11-26,2+ years,1
24376,5,Brazil,Americas,Hardcore Fan,App Store,2023-05-20,2+ years,1
24377,4,United States,Americas,Casual Fan,Organic Search,2021-07-31,2+ years,0
24378,2,Spain,EMEA,Hardcore Fan,Organic Search,2024-10-21,1-2 years,1
24379,1,United Kingdom,EMEA,Casual Fan,Organic Search,2021-11-09,2+ years,1
24380,5,Brazil,Americas,Casual Fan,Direct,2023-05-24,2+ years,0
24381,2,Spain,EMEA,Hardcore Fan,App Store,2022-05-18,2+ years,1
24382,7,Japan,APAC,Hardcore Fan,Organic Search,2023-05-27,2+ years,0
24383,3,Germany,EMEA,Casual Fan,Paid Social,2023-09-01,2+ years,0
24384,4,United States,Americas,Casual Fan,App Store,2022-08-19,2+ years,0
24385,6,Mexico,Americas,Hardcore Fan,Email,2021-03-31,2+ years,1
24386,6,Mexico,Americas,Collector,Email,2025-07-26,0-6 months,0
24387,5,Brazil,Americas,Collector,Organic Search,2021-11-03,2+ years,0
24388,7,Japan,APAC,Casual Fan,Paid Social,2022-08-19,2+ years,0
24389,8,Australia,APAC,Hardcore Fan,Email,2021-04-16,2+ years,1
24390,8,Australia,APAC,Hardcore Fan,Email,2025-09-12,0-6 months,1
24391,7,Japan,APAC,Casual Fan,App Store,2021-07-22,2+ years,0
24392,5,Brazil,Americas,Casual Fan,App Store,2021-11-23,2+ years,1
24393,5,Brazil,Americas,Hardcore Fan,Email,2024-08-27,1-2 years,1
24394,1,United Kingdom,EMEA,Casual Fan,Organic Search,2025-07-02,6-12 months,0
24395,2,Spain,EMEA,Casual Fan,App Store,2023-11-21,2+ years,0
24396,1,United Kingdom,EMEA,Casual Fan,Direct,2021-02-19,2+ years,0
24397,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2023-06-23,2+ years,1
24398,3,Germany,EMEA,Casual Fan,Direct,2021-03-28,2+ years,0
24399,1,United Kingdom,EMEA,Collector,Direct,2025-08-06,0-6 months,1
24400,7,Japan,APAC,Casual Fan,Paid Social,2023-12-25,2+ years,0
24401,6,Mexico,Americas,Casual Fan,Organic Search,2023-01-21,2+ years,1
24402,1,United Kingdom,EMEA,Collector,Organic Search,2023-02-17,2+ years,1
24403,2,Spain,EMEA,Casual Fan,Direct,2022-08-23,2+ years,1
24404,6,Mexico,Americas,Casual Fan,Organic Search,2021-12-01,2+ years,0
24405,6,Mexico,Americas,Hardcore Fan,App Store,2024-04-14,1-2 years,1
24406,8,Australia,APAC,Hardcore Fan,Organic Search,2022-10-23,2+ years,1
24407,8,Australia,APAC,Hardcore Fan,Email,2022-04-15,2+ years,0
24408,8,Australia,APAC,Collector,Influencer,2023-11-14,2+ years,1
24409,3,Germany,EMEA,Casual Fan,App Store,2023-08-28,2+ years,0
24410,2,Spain,EMEA,Casual Fan,App Store,2025-08-14,0-6 months,0
24411,6,Mexico,Americas,Hardcore Fan,Email,2024-09-10,1-2 years,0
24412,2,Spain,EMEA,Casual Fan,Paid Social,2023-03-12,2+ years,1
24413,6,Mexico,Americas,Collector,Organic Search,2021-02-05,2+ years,0
24414,4,United States,Americas,Casual Fan,Email,2023-07-10,2+ years,0
24415,6,Mexico,Americas,Casual Fan,Direct,2021-08-20,2+ years,0
24416,2,Spain,EMEA,Casual Fan,App Store,2022-11-29,2+ years,1
24417,4,United States,Americas,Hardcore Fan,Email,2025-06-14,6-12 months,1
24418,4,United States,Americas,Casual Fan,Direct,2024-09-07,1-2 years,0
24419,8,Australia,APAC,Casual Fan,Direct,2024-06-03,1-2 years,0
24420,2,Spain,EMEA,Collector,Organic Search,2025-12-28,0-6 months,0
24421,7,Japan,APAC,Collector,Influencer,2021-12-26,2+ years,1
24422,6,Mexico,Americas,Casual Fan,Email,2023-07-29,2+ years,0
24423,5,Brazil,Americas,Casual Fan,Organic Search,2024-04-29,1-2 years,0
24424,6,Mexico,Americas,Casual Fan,Direct,2024-04-11,1-2 years,1
24425,4,United States,Americas,Hardcore Fan,App Store,2025-06-07,6-12 months,0
24426,2,Spain,EMEA,Hardcore Fan,Direct,2025-07-15,0-6 months,1
24427,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2022-04-11,2+ years,0
24428,7,Japan,APAC,Collector,Influencer,2025-09-10,0-6 months,0
24429,5,Brazil,Americas,Hardcore Fan,Organic Search,2021-07-18,2+ years,1
24430,2,Spain,EMEA,Casual Fan,Direct,2023-05-05,2+ years,0
24431,4,United States,Americas,Casual Fan,Organic Search,2023-01-11,2+ years,0
24432,3,Germany,EMEA,Hardcore Fan,Direct,2021-05-09,2+ years,1
24433,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2025-11-13,0-6 months,1
24434,4,United States,Americas,Collector,App Store,2023-10-13,2+ years,1
24435,2,Spain,EMEA,Collector,Direct,2021-12-08,2+ years,0
24436,1,United Kingdom,EMEA,Casual Fan,Email,2024-01-12,1-2 years,0
24437,3,Germany,EMEA,Casual Fan,App Store,2023-05-12,2+ years,1
24438,4,United States,Americas,Hardcore Fan,Organic Search,2024-03-06,1-2 years,1
24439,1,United Kingdom,EMEA,Casual Fan,App Store,2025-06-23,6-12 months,0
24440,3,Germany,EMEA,Casual Fan,Organic Search,2025-03-06,6-12 months,0
24441,2,Spain,EMEA,Casual Fan,Influencer,2021-06-12,2+ years,0
24442,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2021-05-21,2+ years,1
24443,1,United Kingdom,EMEA,Collector,Organic Search,2022-10-28,2+ years,1
24444,1,United Kingdom,EMEA,Casual Fan,App Store,2021-06-22,2+ years,1
24445,1,United Kingdom,EMEA,Hardcore Fan,Email,2021-06-28,2+ years,1
24446,6,Mexico,Americas,Hardcore Fan,Paid Social,2024-03-22,1-2 years,0
24447,3,Germany,EMEA,Hardcore Fan,Direct,2025-05-11,6-12 months,1
24448,1,United Kingdom,EMEA,Hardcore Fan,App Store,2025-07-25,0-6 months,1
24449,1,United Kingdom,EMEA,Casual Fan,Email,2022-04-04,2+ years,0
24450,2,Spain,EMEA,Casual Fan,Paid Social,2025-02-10,6-12 months,0
24451,6,Mexico,Americas,Casual Fan,Paid Social,2022-07-19,2+ years,1
24452,3,Germany,EMEA,Collector,Direct,2023-07-18,2+ years,1
24453,1,United Kingdom,EMEA,Casual Fan,Direct,2025-05-17,6-12 months,0
24454,3,Germany,EMEA,Collector,App Store,2023-01-08,2+ years,0
24455,4,United States,Americas,Casual Fan,Organic Search,2021-04-15,2+ years,1
24456,1,United Kingdom,EMEA,Casual Fan,Organic Search,2022-12-08,2+ years,0
24457,5,Brazil,Americas,Hardcore Fan,Direct,2023-06-19,2+ years,0
24458,3,Germany,EMEA,Hardcore Fan,Paid Social,2024-05-08,1-2 years,1
24459,1,United Kingdom,EMEA,Casual Fan,Email,2021-11-11,2+ years,1
24460,5,Brazil,Americas,Casual Fan,App Store,2022-02-10,2+ years,0
24461,5,Brazil,Americas,Casual Fan,Organic Search,2022-11-09,2+ years,1
24462,5,Brazil,Americas,Hardcore Fan,Direct,2022-12-29,2+ years,1
24463,2,Spain,EMEA,Hardcore Fan,Influencer,2021-10-14,2+ years,0
24464,4,United States,Americas,Casual Fan,Organic Search,2023-03-28,2+ years,0
24465,3,Germany,EMEA,Casual Fan,Direct,2023-05-31,2+ years,0
24466,5,Brazil,Americas,Casual Fan,Influencer,2022-01-01,2+ years,1
24467,4,United States,Americas,Casual Fan,Organic Search,2024-05-25,1-2 years,0
24468,1,United Kingdom,EMEA,Casual Fan,Organic Search,2022-07-04,2+ years,0
24469,5,Brazil,Americas,Collector,Organic Search,2023-10-12,2+ years,0
24470,5,Brazil,Americas,Hardcore Fan,Direct,2025-11-24,0-6 months,1
24471,3,Germany,EMEA,Casual Fan,Email,2021-11-01,2+ years,1
24472,7,Japan,APAC,Casual Fan,Email,2022-12-31,2+ years,0
24473,7,Japan,APAC,Casual Fan,Organic Search,2024-01-29,1-2 years,0
24474,1,United Kingdom,EMEA,Casual Fan,Organic Search,2022-02-15,2+ years,1
24475,7,Japan,APAC,Hardcore Fan,Direct,2022-06-19,2+ years,0
24476,3,Germany,EMEA,Casual Fan,Email,2021-12-06,2+ years,0
24477,5,Brazil,Americas,Casual Fan,Influencer,2023-10-03,2+ years,0
24478,6,Mexico,Americas,Casual Fan,Influencer,2021-10-10,2+ years,0
24479,4,United States,Americas,Casual Fan,Influencer,2022-08-16,2+ years,1
24480,3,Germany,EMEA,Casual Fan,App Store,2025-08-05,0-6 months,0
24481,7,Japan,APAC,Hardcore Fan,Influencer,2021-05-11,2+ years,1
24482,2,Spain,EMEA,Hardcore Fan,Email,2021-04-14,2+ years,1
24483,2,Spain,EMEA,Casual Fan,Paid Social,2025-04-12,6-12 months,1
24484,3,Germany,EMEA,Hardcore Fan,Direct,2022-12-03,2+ years,0
24485,7,Japan,APAC,Hardcore Fan,Paid Social,2021-09-09,2+ years,0
24486,7,Japan,APAC,Hardcore Fan,Organic Search,2023-02-21,2+ years,1
24487,2,Spain,EMEA,Hardcore Fan,Email,2025-10-22,0-6 months,1
24488,7,Japan,APAC,Hardcore Fan,Direct,2022-11-15,2+ years,1
24489,2,Spain,EMEA,Casual Fan,Email,2021-01-25,2+ years,0
24490,8,Australia,APAC,Casual Fan,Influencer,2024-04-27,1-2 years,0
24491,4,United States,Americas,Hardcore Fan,Direct,2023-09-27,2+ years,1
24492,1,United Kingdom,EMEA,Hardcore Fan,App Store,2021-07-22,2+ years,0
24493,1,United Kingdom,EMEA,Casual Fan,Organic Search,2025-03-12,6-12 months,1
24494,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2021-02-21,2+ years,0
24495,1,United Kingdom,EMEA,Casual Fan,Organic Search,2022-10-14,2+ years,0
24496,6,Mexico,Americas,Hardcore Fan,Email,2025-03-10,6-12 months,0
24497,2,Spain,EMEA,Hardcore Fan,Organic Search,2022-04-13,2+ years,1
24498,8,Australia,APAC,Casual Fan,Direct,2023-01-28,2+ years,1
24499,5,Brazil,Americas,Hardcore Fan,Paid Social,2024-12-12,1-2 years,1
24500,5,Brazil,Americas,Casual Fan,Direct,2023-03-02,2+ years,0
24501,2,Spain,EMEA,Casual Fan,Organic Search,2023-07-04,2+ years,1
24502,7,Japan,APAC,Collector,Paid Social,2021-04-30,2+ years,1
24503,5,Brazil,Americas,Casual Fan,App Store,2025-10-30,0-6 months,1
24504,7,Japan,APAC,Casual Fan,Organic Search,2025-02-24,6-12 months,0
24505,8,Australia,APAC,Hardcore Fan,App Store,2021-09-14,2+ years,0
24506,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2025-01-21,6-12 months,0
24507,1,United Kingdom,EMEA,Casual Fan,Organic Search,2024-05-01,1-2 years,1
24508,6,Mexico,Americas,Hardcore Fan,App Store,2025-07-20,0-6 months,1
24509,7,Japan,APAC,Casual Fan,Email,2021-05-13,2+ years,0
24510,4,United States,Americas,Hardcore Fan,Email,2021-07-04,2+ years,1
24511,3,Germany,EMEA,Casual Fan,Direct,2024-03-19,1-2 years,0
24512,5,Brazil,Americas,Hardcore Fan,Email,2024-12-21,1-2 years,1
24513,2,Spain,EMEA,Hardcore Fan,Influencer,2021-09-15,2+ years,0
24514,2,Spain,EMEA,Casual Fan,Direct,2025-01-20,6-12 months,0
24515,4,United States,Americas,Casual Fan,Paid Social,2023-01-18,2+ years,0
24516,2,Spain,EMEA,Casual Fan,Direct,2024-11-15,1-2 years,0
24517,4,United States,Americas,Collector,Organic Search,2021-10-04,2+ years,0
24518,8,Australia,APAC,Casual Fan,Email,2024-09-12,1-2 years,1
24519,7,Japan,APAC,Collector,Paid Social,2025-05-14,6-12 months,0
24520,8,Australia,APAC,Casual Fan,Email,2025-12-06,0-6 months,0
24521,6,Mexico,Americas,Casual Fan,Direct,2021-04-30,2+ years,1
24522,2,Spain,EMEA,Collector,Organic Search,2022-08-08,2+ years,0
24523,6,Mexico,Americas,Hardcore Fan,Organic Search,2021-09-08,2+ years,0
24524,7,Japan,APAC,Hardcore Fan,App Store,2021-04-25,2+ years,0
24525,8,Australia,APAC,Collector,App Store,2023-08-03,2+ years,1
24526,5,Brazil,Americas,Collector,App Store,2024-11-20,1-2 years,1
24527,2,Spain,EMEA,Casual Fan,Direct,2025-02-24,6-12 months,0
24528,1,United Kingdom,EMEA,Casual Fan,App Store,2025-06-24,6-12 months,0
24529,1,United Kingdom,EMEA,Casual Fan,Paid Social,2025-05-28,6-12 months,0
24530,8,Australia,APAC,Hardcore Fan,Organic Search,2021-05-18,2+ years,1
24531,3,Germany,EMEA,Casual Fan,Direct,2022-09-17,2+ years,0
24532,7,Japan,APAC,Hardcore Fan,Paid Social,2022-08-09,2+ years,1
24533,3,Germany,EMEA,Hardcore Fan,Paid Social,2025-11-07,0-6 months,1
24534,5,Brazil,Americas,Hardcore Fan,Direct,2025-12-14,0-6 months,1
24535,1,United Kingdom,EMEA,Casual Fan,Organic Search,2023-01-12,2+ years,0
24536,2,Spain,EMEA,Casual Fan,Direct,2021-09-17,2+ years,0
24537,3,Germany,EMEA,Casual Fan,App Store,2022-07-30,2+ years,0
24538,5,Brazil,Americas,Casual Fan,Direct,2025-08-07,0-6 months,0
24539,1,United Kingdom,EMEA,Casual Fan,Email,2024-08-21,1-2 years,0
24540,6,Mexico,Americas,Casual Fan,Email,2025-02-28,6-12 months,1
24541,3,Germany,EMEA,Hardcore Fan,Paid Social,2022-09-04,2+ years,1
24542,6,Mexico,Americas,Collector,Direct,2024-03-24,1-2 years,1
24543,1,United Kingdom,EMEA,Collector,App Store,2023-10-27,2+ years,1
24544,5,Brazil,Americas,Casual Fan,Email,2022-09-08,2+ years,0
24545,2,Spain,EMEA,Hardcore Fan,App Store,2025-03-25,6-12 months,1
24546,6,Mexico,Americas,Hardcore Fan,Organic Search,2023-04-06,2+ years,1
24547,3,Germany,EMEA,Hardcore Fan,Organic Search,2023-02-03,2+ years,1
24548,5,Brazil,Americas,Hardcore Fan,Organic Search,2022-06-28,2+ years,1
24549,7,Japan,APAC,Collector,Email,2024-12-16,1-2 years,0
24550,1,United Kingdom,EMEA,Casual Fan,Paid Social,2023-11-20,2+ years,0
24551,1,United Kingdom,EMEA,Hardcore Fan,Influencer,2024-08-17,1-2 years,1
24552,6,Mexico,Americas,Hardcore Fan,Direct,2022-01-05,2+ years,0
24553,5,Brazil,Americas,Casual Fan,Direct,2023-07-14,2+ years,1
24554,2,Spain,EMEA,Casual Fan,Organic Search,2025-10-22,0-6 months,0
24555,4,United States,Americas,Casual Fan,Paid Social,2024-03-19,1-2 years,1
24556,1,United Kingdom,EMEA,Collector,Direct,2025-12-28,0-6 months,1
24557,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2025-10-11,0-6 months,1
24558,3,Germany,EMEA,Hardcore Fan,Direct,2022-10-02,2+ years,0
24559,7,Japan,APAC,Casual Fan,App Store,2025-04-02,6-12 months,0
24560,3,Germany,EMEA,Casual Fan,App Store,2021-05-05,2+ years,0
24561,4,United States,Americas,Hardcore Fan,Organic Search,2023-12-14,2+ years,1
24562,7,Japan,APAC,Casual Fan,App Store,2025-06-03,6-12 months,1
24563,2,Spain,EMEA,Casual Fan,Paid Social,2021-06-09,2+ years,0
24564,5,Brazil,Americas,Hardcore Fan,Email,2024-03-25,1-2 years,1
24565,7,Japan,APAC,Hardcore Fan,Email,2022-01-30,2+ years,0
24566,2,Spain,EMEA,Hardcore Fan,Email,2024-12-17,1-2 years,0
24567,2,Spain,EMEA,Casual Fan,Direct,2023-07-02,2+ years,1
24568,8,Australia,APAC,Casual Fan,Influencer,2023-04-24,2+ years,0
24569,8,Australia,APAC,Hardcore Fan,Direct,2022-01-06,2+ years,1
24570,2,Spain,EMEA,Casual Fan,Paid Social,2024-04-05,1-2 years,0
24571,1,United Kingdom,EMEA,Casual Fan,App Store,2025-11-15,0-6 months,0
24572,2,Spain,EMEA,Casual Fan,Direct,2025-10-03,0-6 months,1
24573,3,Germany,EMEA,Casual Fan,Organic Search,2022-10-27,2+ years,1
24574,3,Germany,EMEA,Casual Fan,Direct,2025-12-23,0-6 months,1
24575,4,United States,Americas,Casual Fan,Organic Search,2021-11-20,2+ years,0
24576,7,Japan,APAC,Casual Fan,Direct,2021-07-09,2+ years,0
24577,2,Spain,EMEA,Casual Fan,App Store,2025-08-10,0-6 months,1
24578,7,Japan,APAC,Casual Fan,Direct,2025-03-29,6-12 months,1
24579,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2022-05-27,2+ years,1
24580,1,United Kingdom,EMEA,Casual Fan,App Store,2021-10-12,2+ years,0
24581,4,United States,Americas,Casual Fan,Influencer,2021-08-27,2+ years,0
24582,1,United Kingdom,EMEA,Casual Fan,Paid Social,2022-08-08,2+ years,0
24583,3,Germany,EMEA,Casual Fan,Organic Search,2022-11-13,2+ years,1
24584,7,Japan,APAC,Casual Fan,App Store,2022-03-22,2+ years,0
24585,2,Spain,EMEA,Casual Fan,Organic Search,2025-11-03,0-6 months,0
24586,5,Brazil,Americas,Casual Fan,Direct,2024-05-07,1-2 years,0
24587,2,Spain,EMEA,Casual Fan,App Store,2024-05-07,1-2 years,0
24588,1,United Kingdom,EMEA,Casual Fan,Paid Social,2021-01-21,2+ years,0
24589,4,United States,Americas,Casual Fan,App Store,2021-09-22,2+ years,0
24590,7,Japan,APAC,Casual Fan,Email,2025-03-02,6-12 months,0
24591,3,Germany,EMEA,Casual Fan,Paid Social,2022-11-16,2+ years,0
24592,4,United States,Americas,Collector,Organic Search,2024-12-05,1-2 years,0
24593,7,Japan,APAC,Casual Fan,Direct,2021-12-07,2+ years,1
24594,6,Mexico,Americas,Collector,Direct,2024-05-05,1-2 years,1
24595,1,United Kingdom,EMEA,Collector,Direct,2024-03-02,1-2 years,0
24596,5,Brazil,Americas,Casual Fan,Direct,2023-04-20,2+ years,1
24597,4,United States,Americas,Hardcore Fan,Direct,2021-09-28,2+ years,1
24598,6,Mexico,Americas,Collector,Email,2022-08-12,2+ years,1
24599,4,United States,Americas,Casual Fan,Organic Search,2025-06-21,6-12 months,1
24600,1,United Kingdom,EMEA,Casual Fan,Direct,2025-09-04,0-6 months,0
24601,4,United States,Americas,Casual Fan,App Store,2022-01-14,2+ years,1
24602,4,United States,Americas,Hardcore Fan,Organic Search,2023-08-01,2+ years,1
24603,4,United States,Americas,Casual Fan,App Store,2025-04-17,6-12 months,1
24604,7,Japan,APAC,Collector,App Store,2023-11-26,2+ years,1
24605,7,Japan,APAC,Casual Fan,Paid Social,2025-09-09,0-6 months,0
24606,3,Germany,EMEA,Collector,Email,2024-12-31,1-2 years,0
24607,3,Germany,EMEA,Casual Fan,Direct,2022-02-11,2+ years,0
24608,4,United States,Americas,Hardcore Fan,Influencer,2024-03-15,1-2 years,1
24609,4,United States,Americas,Hardcore Fan,Organic Search,2022-01-31,2+ years,1
24610,8,Australia,APAC,Casual Fan,Paid Social,2023-05-05,2+ years,1
24611,5,Brazil,Americas,Collector,Direct,2024-11-06,1-2 years,1
24612,2,Spain,EMEA,Casual Fan,Organic Search,2024-02-28,1-2 years,0
24613,4,United States,Americas,Casual Fan,App Store,2024-06-13,1-2 years,0
24614,5,Brazil,Americas,Collector,App Store,2025-08-18,0-6 months,0
24615,5,Brazil,Americas,Casual Fan,Organic Search,2021-06-27,2+ years,1
24616,4,United States,Americas,Casual Fan,Email,2022-02-19,2+ years,0
24617,1,United Kingdom,EMEA,Casual Fan,Email,2022-03-08,2+ years,0
24618,1,United Kingdom,EMEA,Hardcore Fan,Direct,2021-03-10,2+ years,0
24619,2,Spain,EMEA,Casual Fan,Email,2024-03-14,1-2 years,1
24620,3,Germany,EMEA,Hardcore Fan,Organic Search,2023-12-03,2+ years,0
24621,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2025-01-18,6-12 months,1
24622,6,Mexico,Americas,Casual Fan,Influencer,2024-03-15,1-2 years,1
24623,2,Spain,EMEA,Casual Fan,Influencer,2025-11-26,0-6 months,0
24624,7,Japan,APAC,Hardcore Fan,Organic Search,2021-07-13,2+ years,1
24625,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2023-03-10,2+ years,0
24626,1,United Kingdom,EMEA,Casual Fan,App Store,2023-12-23,2+ years,1
24627,4,United States,Americas,Casual Fan,Paid Social,2021-10-11,2+ years,0
24628,1,United Kingdom,EMEA,Collector,Email,2025-09-27,0-6 months,0
24629,7,Japan,APAC,Hardcore Fan,App Store,2022-01-28,2+ years,0
24630,1,United Kingdom,EMEA,Hardcore Fan,App Store,2025-06-21,6-12 months,0
24631,3,Germany,EMEA,Casual Fan,Email,2021-01-28,2+ years,0
24632,7,Japan,APAC,Hardcore Fan,Influencer,2022-05-23,2+ years,1
24633,3,Germany,EMEA,Casual Fan,Email,2023-09-15,2+ years,0
24634,1,United Kingdom,EMEA,Hardcore Fan,Email,2025-11-19,0-6 months,0
24635,2,Spain,EMEA,Hardcore Fan,Organic Search,2025-08-06,0-6 months,0
24636,4,United States,Americas,Casual Fan,Influencer,2022-04-04,2+ years,1
24637,1,United Kingdom,EMEA,Casual Fan,Influencer,2023-09-12,2+ years,1
24638,3,Germany,EMEA,Hardcore Fan,Influencer,2023-02-12,2+ years,0
24639,7,Japan,APAC,Hardcore Fan,App Store,2023-03-20,2+ years,1
24640,7,Japan,APAC,Hardcore Fan,Organic Search,2025-07-04,6-12 months,0
24641,1,United Kingdom,EMEA,Hardcore Fan,App Store,2025-10-21,0-6 months,1
24642,1,United Kingdom,EMEA,Casual Fan,App Store,2024-01-05,1-2 years,0
24643,2,Spain,EMEA,Hardcore Fan,Organic Search,2024-05-10,1-2 years,0
24644,4,United States,Americas,Hardcore Fan,Organic Search,2024-05-09,1-2 years,0
24645,3,Germany,EMEA,Casual Fan,Organic Search,2025-11-27,0-6 months,0
24646,7,Japan,APAC,Hardcore Fan,Organic Search,2022-01-08,2+ years,1
24647,5,Brazil,Americas,Hardcore Fan,Influencer,2024-09-07,1-2 years,1
24648,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2021-11-25,2+ years,0
24649,5,Brazil,Americas,Casual Fan,Direct,2022-01-02,2+ years,1
24650,1,United Kingdom,EMEA,Casual Fan,Email,2025-07-14,0-6 months,1
24651,2,Spain,EMEA,Collector,Direct,2024-04-17,1-2 years,1
24652,1,United Kingdom,EMEA,Casual Fan,Paid Social,2021-05-07,2+ years,0
24653,1,United Kingdom,EMEA,Casual Fan,App Store,2021-05-24,2+ years,1
24654,4,United States,Americas,Collector,Direct,2021-07-12,2+ years,0
24655,4,United States,Americas,Casual Fan,Email,2022-04-14,2+ years,0
24656,1,United Kingdom,EMEA,Casual Fan,Paid Social,2024-06-19,1-2 years,1
24657,8,Australia,APAC,Casual Fan,Paid Social,2023-12-17,2+ years,0
24658,3,Germany,EMEA,Collector,Direct,2024-12-15,1-2 years,1
24659,1,United Kingdom,EMEA,Casual Fan,Email,2025-08-30,0-6 months,1
24660,1,United Kingdom,EMEA,Hardcore Fan,Direct,2022-07-31,2+ years,1
24661,4,United States,Americas,Hardcore Fan,App Store,2022-03-09,2+ years,0
24662,8,Australia,APAC,Casual Fan,Paid Social,2021-02-16,2+ years,0
24663,4,United States,Americas,Casual Fan,Email,2024-12-18,1-2 years,0
24664,8,Australia,APAC,Casual Fan,Paid Social,2024-11-22,1-2 years,1
24665,3,Germany,EMEA,Collector,Organic Search,2021-10-23,2+ years,1
24666,3,Germany,EMEA,Hardcore Fan,App Store,2021-10-31,2+ years,1
24667,4,United States,Americas,Hardcore Fan,Direct,2021-08-24,2+ years,1
24668,5,Brazil,Americas,Casual Fan,Direct,2022-02-20,2+ years,0
24669,3,Germany,EMEA,Casual Fan,Organic Search,2023-09-11,2+ years,1
24670,7,Japan,APAC,Casual Fan,Influencer,2025-06-25,6-12 months,0
24671,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2025-08-24,0-6 months,1
24672,3,Germany,EMEA,Hardcore Fan,Organic Search,2022-02-18,2+ years,0
24673,4,United States,Americas,Hardcore Fan,Organic Search,2024-02-18,1-2 years,0
24674,4,United States,Americas,Hardcore Fan,Organic Search,2022-10-28,2+ years,0
24675,2,Spain,EMEA,Casual Fan,Direct,2022-07-09,2+ years,1
24676,3,Germany,EMEA,Hardcore Fan,Organic Search,2025-01-02,6-12 months,1
24677,4,United States,Americas,Hardcore Fan,Direct,2022-07-10,2+ years,1
24678,5,Brazil,Americas,Casual Fan,Influencer,2024-01-07,1-2 years,0
24679,6,Mexico,Americas,Hardcore Fan,Email,2024-09-17,1-2 years,1
